subject	 trial	 image1	 image1tex	 image1shape	 image1scene	 image2	 image2tex	 image2shape	 image2scene	 answer	 RT	
5	 34	 12	 1	 1	 2	 13	 0	 2	 0	 0	 1113.09	 
5	 35	 16	 1	 2	 1	 9	 0	 1	 1	 0	 1486.86	 
5	 36	 2	 1	 0	 0	 14	 1	 2	 0	 0	 1009.50	 
5	 37	 1	 0	 0	 0	 4	 1	 0	 1	 1	 961.03	 
5	 38	 4	 1	 0	 1	 9	 0	 1	 1	 0	 977.90	 
5	 39	 3	 0	 0	 1	 1	 0	 0	 0	 1	 912.58	 
5	 40	 6	 1	 0	 2	 6	 1	 0	 2	 1	 877.79	 
5	 41	 4	 1	 0	 1	 10	 1	 1	 1	 0	 1059.86	 
5	 42	 14	 1	 2	 0	 18	 1	 2	 2	 0	 1150.12	 
5	 43	 10	 1	 1	 1	 8	 1	 1	 0	 1	 955.75	 
5	 44	 17	 0	 2	 2	 15	 0	 2	 1	 1	 1473.90	 
5	 45	 14	 1	 2	 0	 4	 1	 0	 1	 0	 1536.93	 
5	 46	 16	 1	 2	 1	 1	 0	 0	 0	 0	 1312.71	 
5	 47	 14	 1	 2	 0	 8	 1	 1	 0	 0	 1878.48	 
5	 48	 9	 0	 1	 1	 8	 1	 1	 0	 1	 1053.43	 
5	 49	 15	 0	 2	 1	 4	 1	 0	 1	 0	 1070.06	 
5	 50	 4	 1	 0	 1	 18	 1	 2	 2	 0	 1157.15	 
5	 51	 7	 0	 1	 0	 7	 0	 1	 0	 1	 963.48	 
5	 52	 11	 0	 1	 2	 1	 0	 0	 0	 0	 1031.52	 
5	 53	 11	 0	 1	 2	 6	 1	 0	 2	 0	 838.73	 
5	 54	 18	 1	 2	 2	 3	 0	 0	 1	 0	 1050.13	 
5	 55	 15	 0	 2	 1	 6	 1	 0	 2	 0	 1139.14	 
5	 56	 8	 1	 1	 0	 17	 0	 2	 2	 0	 1601.25	 
5	 57	 14	 1	 2	 0	 10	 1	 1	 1	 0	 2076.50	 
5	 58	 2	 1	 0	 0	 13	 0	 2	 0	 0	 1316.51	 
5	 59	 12	 1	 1	 2	 2	 1	 0	 0	 0	 1549.51	 
5	 60	 15	 0	 2	 1	 18	 1	 2	 2	 1	 1086.84	 
5	 61	 7	 0	 1	 0	 8	 1	 1	 0	 1	 965.66	 
5	 62	 3	 0	 0	 1	 17	 0	 2	 2	 0	 1447.50	 
5	 63	 6	 1	 0	 2	 11	 0	 1	 2	 0	 1217.79	 
5	 64	 5	 0	 0	 2	 9	 0	 1	 1	 1	 1047.29	 
5	 65	 8	 1	 1	 0	 13	 0	 2	 0	 0	 1166.40	 
5	 66	 9	 0	 1	 1	 3	 0	 0	 1	 0	 1011.70	 
5	 67	 4	 1	 0	 1	 11	 0	 1	 2	 0	 877.96	 
5	 68	 18	 1	 2	 2	 12	 1	 1	 2	 0	 1097.21	 
5	 69	 5	 0	 0	 2	 5	 0	 0	 2	 1	 1016.83	 
5	 70	 10	 1	 1	 1	 16	 1	 2	 1	 0	 1135.09	 
5	 71	 13	 0	 2	 0	 12	 1	 1	 2	 0	 1244.66	 
5	 72	 1	 0	 0	 0	 14	 1	 2	 0	 0	 1142.92	 
5	 73	 6	 1	 0	 2	 4	 1	 0	 1	 1	 902.94	 
5	 74	 1	 0	 0	 0	 13	 0	 2	 0	 0	 968.88	 
5	 75	 3	 0	 0	 1	 13	 0	 2	 0	 0	 1238.00	 
5	 76	 5	 0	 0	 2	 7	 0	 1	 0	 0	 1330.89	 
5	 77	 16	 1	 2	 1	 12	 1	 1	 2	 0	 1317.90	 
5	 78	 2	 1	 0	 0	 15	 0	 2	 1	 0	 1049.92	 
5	 79	 9	 0	 1	 1	 10	 1	 1	 1	 1	 1137.70	 
5	 80	 15	 0	 2	 1	 14	 1	 2	 0	 1	 1148.21	 
5	 81	 3	 0	 0	 1	 9	 0	 1	 1	 0	 955.89	 
5	 82	 4	 1	 0	 1	 17	 0	 2	 2	 0	 871.16	 
5	 83	 6	 1	 0	 2	 9	 0	 1	 1	 0	 920.33	 
5	 84	 1	 0	 0	 0	 10	 1	 1	 1	 0	 1017.23	 
5	 85	 2	 1	 0	 0	 5	 0	 0	 2	 0	 837.07	 
5	 86	 6	 1	 0	 2	 5	 0	 0	 2	 1	 1063.27	 
5	 87	 18	 1	 2	 2	 4	 1	 0	 1	 0	 1004.20	 
5	 88	 8	 1	 1	 0	 4	 1	 0	 1	 0	 1259.46	 
5	 89	 16	 1	 2	 1	 4	 1	 0	 1	 0	 1071.48	 
5	 90	 13	 0	 2	 0	 13	 0	 2	 0	 1	 1075.45	 
5	 91	 3	 0	 0	 1	 8	 1	 1	 0	 0	 899.54	 
5	 92	 14	 1	 2	 0	 15	 0	 2	 1	 1	 1100.86	 
5	 93	 16	 1	 2	 1	 13	 0	 2	 0	 1	 1219.45	 
5	 94	 8	 1	 1	 0	 14	 1	 2	 0	 0	 949.24	 
5	 95	 17	 0	 2	 2	 6	 1	 0	 2	 0	 1198.48	 
5	 96	 8	 1	 1	 0	 8	 1	 1	 0	 1	 905.35	 
5	 97	 15	 0	 2	 1	 3	 0	 0	 1	 0	 886.67	 
5	 98	 15	 0	 2	 1	 2	 1	 0	 0	 0	 1171.02	 
5	 99	 7	 0	 1	 0	 1	 0	 0	 0	 0	 1191.79	 
5	 100	 14	 1	 2	 0	 5	 0	 0	 2	 0	 1053.13	 
5	 101	 2	 1	 0	 0	 11	 0	 1	 2	 0	 1009.34	 
5	 102	 3	 0	 0	 1	 14	 1	 2	 0	 0	 1783.33	 
5	 103	 14	 1	 2	 0	 12	 1	 1	 2	 0	 1064.97	 
5	 104	 16	 1	 2	 1	 11	 0	 1	 2	 0	 1385.96	 
5	 105	 5	 0	 0	 2	 13	 0	 2	 0	 0	 1487.84	 
5	 106	 13	 0	 2	 0	 6	 1	 0	 2	 0	 1058.45	 
5	 107	 2	 1	 0	 0	 3	 0	 0	 1	 1	 982.07	 
5	 108	 4	 1	 0	 1	 14	 1	 2	 0	 0	 864.66	 
5	 109	 8	 1	 1	 0	 16	 1	 2	 1	 0	 875.86	 
5	 110	 15	 0	 2	 1	 15	 0	 2	 1	 1	 1063.55	 
5	 111	 10	 1	 1	 1	 6	 1	 0	 2	 0	 881.10	 
5	 112	 13	 0	 2	 0	 9	 0	 1	 1	 0	 960.44	 
5	 113	 4	 1	 0	 1	 4	 1	 0	 1	 1	 809.56	 
5	 114	 4	 1	 0	 1	 5	 0	 0	 2	 1	 935.42	 
5	 115	 7	 0	 1	 0	 12	 1	 1	 2	 1	 922.68	 
5	 116	 17	 0	 2	 2	 8	 1	 1	 0	 0	 1441.54	 
5	 117	 9	 0	 1	 1	 5	 0	 0	 2	 0	 1226.25	 
5	 118	 10	 1	 1	 1	 10	 1	 1	 1	 1	 970.98	 
5	 119	 7	 0	 1	 0	 15	 0	 2	 1	 0	 889.82	 
5	 120	 7	 0	 1	 0	 11	 0	 1	 2	 1	 938.31	 
5	 121	 15	 0	 2	 1	 9	 0	 1	 1	 0	 1003.42	 
5	 122	 4	 1	 0	 1	 12	 1	 1	 2	 0	 805.92	 
5	 123	 17	 0	 2	 2	 5	 0	 0	 2	 0	 1084.28	 
5	 124	 6	 1	 0	 2	 3	 0	 0	 1	 1	 972.62	 
5	 125	 18	 1	 2	 2	 9	 0	 1	 1	 0	 959.26	 
5	 126	 16	 1	 2	 1	 18	 1	 2	 2	 1	 1129.47	 
5	 127	 10	 1	 1	 1	 2	 1	 0	 0	 0	 901.76	 
5	 128	 6	 1	 0	 2	 15	 0	 2	 1	 0	 1230.41	 
5	 129	 2	 1	 0	 0	 8	 1	 1	 0	 0	 978.40	 
5	 130	 1	 0	 0	 0	 9	 0	 1	 1	 0	 1095.24	 
5	 131	 2	 1	 0	 0	 10	 1	 1	 1	 0	 872.32	 
5	 132	 14	 1	 2	 0	 13	 0	 2	 0	 1	 1066.56	 
5	 133	 7	 0	 1	 0	 9	 0	 1	 1	 1	 923.25	 
5	 134	 17	 0	 2	 2	 1	 0	 0	 0	 0	 955.67	 
5	 135	 5	 0	 0	 2	 14	 1	 2	 0	 0	 1108.82	 
5	 136	 7	 0	 1	 0	 13	 0	 2	 0	 1	 967.16	 
5	 137	 5	 0	 0	 2	 8	 1	 1	 0	 0	 963.46	 
5	 138	 11	 0	 1	 2	 18	 1	 2	 2	 0	 1233.39	 
5	 139	 4	 1	 0	 1	 13	 0	 2	 0	 0	 1000.27	 
5	 140	 14	 1	 2	 0	 11	 0	 1	 2	 0	 1186.79	 
5	 141	 5	 0	 0	 2	 3	 0	 0	 1	 1	 1111.40	 
5	 142	 11	 0	 1	 2	 13	 0	 2	 0	 0	 1069.35	 
5	 143	 12	 1	 1	 2	 7	 0	 1	 0	 1	 842.06	 
5	 144	 11	 0	 1	 2	 3	 0	 0	 1	 0	 855.04	 
5	 145	 15	 0	 2	 1	 11	 0	 1	 2	 1	 2636.47	 
5	 146	 3	 0	 0	 1	 7	 0	 1	 0	 0	 1461.45	 
5	 147	 18	 1	 2	 2	 10	 1	 1	 1	 0	 1181.80	 
5	 148	 10	 1	 1	 1	 18	 1	 2	 2	 0	 1605.41	 
5	 149	 16	 1	 2	 1	 14	 1	 2	 0	 1	 1381.76	 
5	 150	 8	 1	 1	 0	 6	 1	 0	 2	 0	 935.31	 
5	 151	 15	 0	 2	 1	 12	 1	 1	 2	 0	 1052.02	 
5	 152	 12	 1	 1	 2	 17	 0	 2	 2	 0	 1442.96	 
5	 153	 8	 1	 1	 0	 5	 0	 0	 2	 0	 1212.45	 
5	 154	 14	 1	 2	 0	 16	 1	 2	 1	 1	 940.36	 
5	 155	 14	 1	 2	 0	 1	 0	 0	 0	 0	 975.15	 
5	 156	 13	 0	 2	 0	 11	 0	 1	 2	 0	 1223.93	 
5	 157	 13	 0	 2	 0	 14	 1	 2	 0	 1	 1308.42	 
5	 158	 3	 0	 0	 1	 15	 0	 2	 1	 0	 2138.64	 
5	 159	 12	 1	 1	 2	 9	 0	 1	 1	 1	 971.55	 
5	 160	 10	 1	 1	 1	 3	 0	 0	 1	 0	 961.21	 
5	 161	 7	 0	 1	 0	 17	 0	 2	 2	 0	 1178.09	 
5	 162	 11	 0	 1	 2	 9	 0	 1	 1	 1	 1306.52	 
5	 163	 3	 0	 0	 1	 16	 1	 2	 1	 1	 2688.24	 
5	 164	 2	 1	 0	 0	 4	 1	 0	 1	 1	 827.63	 
5	 165	 13	 0	 2	 0	 16	 1	 2	 1	 1	 976.65	 
5	 166	 11	 0	 1	 2	 17	 0	 2	 2	 0	 1278.06	 
5	 167	 9	 0	 1	 1	 4	 1	 0	 1	 0	 1078.44	 
5	 168	 6	 1	 0	 2	 14	 1	 2	 0	 0	 1100.21	 
5	 169	 17	 0	 2	 2	 11	 0	 1	 2	 0	 1073.73	 
5	 170	 18	 1	 2	 2	 11	 0	 1	 2	 0	 1050.14	 
5	 171	 18	 1	 2	 2	 8	 1	 1	 0	 0	 1021.05	 
5	 172	 6	 1	 0	 2	 18	 1	 2	 2	 0	 970.78	 
5	 173	 1	 0	 0	 0	 15	 0	 2	 1	 0	 1039.28	 
5	 174	 17	 0	 2	 2	 17	 0	 2	 2	 1	 1125.27	 
5	 175	 14	 1	 2	 0	 6	 1	 0	 2	 0	 1013.60	 
5	 176	 3	 0	 0	 1	 6	 1	 0	 2	 1	 899.15	 
5	 177	 6	 1	 0	 2	 12	 1	 1	 2	 0	 899.55	 
5	 178	 9	 0	 1	 1	 7	 0	 1	 0	 1	 1075.81	 
5	 179	 18	 1	 2	 2	 14	 1	 2	 0	 1	 936.06	 
5	 180	 8	 1	 1	 0	 1	 0	 0	 0	 0	 1050.72	 
5	 181	 1	 0	 0	 0	 11	 0	 1	 2	 0	 975.76	 
5	 182	 13	 0	 2	 0	 4	 1	 0	 1	 0	 994.48	 
5	 183	 12	 1	 1	 2	 5	 0	 0	 2	 0	 1245.62	 
5	 184	 13	 0	 2	 0	 8	 1	 1	 0	 0	 1279.19	 
5	 185	 10	 1	 1	 1	 12	 1	 1	 2	 0	 957.05	 
5	 186	 18	 1	 2	 2	 5	 0	 0	 2	 0	 1075.76	 
5	 187	 7	 0	 1	 0	 6	 1	 0	 2	 0	 1016.80	 
5	 188	 7	 0	 1	 0	 10	 1	 1	 1	 1	 988.00	 
5	 189	 2	 1	 0	 0	 17	 0	 2	 2	 0	 786.25	 
5	 190	 14	 1	 2	 0	 14	 1	 2	 0	 1	 1066.38	 
5	 191	 12	 1	 1	 2	 8	 1	 1	 0	 1	 854.46	 
5	 192	 11	 0	 1	 2	 5	 0	 0	 2	 0	 965.37	 
5	 193	 5	 0	 0	 2	 4	 1	 0	 1	 1	 917.46	 
5	 194	 12	 1	 1	 2	 12	 1	 1	 2	 1	 930.61	 
5	 195	 15	 0	 2	 1	 13	 0	 2	 0	 1	 997.31	 
5	 196	 16	 1	 2	 1	 6	 1	 0	 2	 0	 1049.62	 
5	 197	 17	 0	 2	 2	 13	 0	 2	 0	 1	 1065.44	 
5	 198	 16	 1	 2	 1	 16	 1	 2	 1	 1	 956.96	 
5	 199	 7	 0	 1	 0	 5	 0	 0	 2	 0	 1020.09	 
5	 200	 17	 0	 2	 2	 16	 1	 2	 1	 1	 1055.94	 
5	 201	 16	 1	 2	 1	 8	 1	 1	 0	 0	 1325.20	 
5	 202	 11	 0	 1	 2	 12	 1	 1	 2	 1	 960.87	 
5	 203	 4	 1	 0	 1	 15	 0	 2	 1	 0	 1160.73	 
5	 204	 8	 1	 1	 0	 11	 0	 1	 2	 1	 1056.45	 
5	 205	 5	 0	 0	 2	 1	 0	 0	 0	 1	 993.12	 
5	 206	 3	 0	 0	 1	 12	 1	 1	 2	 0	 981.62	 
5	 207	 12	 1	 1	 2	 3	 0	 0	 1	 0	 965.20	 
5	 208	 17	 0	 2	 2	 10	 1	 1	 1	 0	 1116.49	 
5	 209	 8	 1	 1	 0	 18	 1	 2	 2	 0	 1238.06	 
5	 210	 15	 0	 2	 1	 10	 1	 1	 1	 0	 1101.70	 
5	 211	 2	 1	 0	 0	 16	 1	 2	 1	 0	 998.28	 
5	 212	 18	 1	 2	 2	 6	 1	 0	 2	 0	 850.86	 
5	 213	 17	 0	 2	 2	 3	 0	 0	 1	 0	 993.25	 
5	 214	 11	 0	 1	 2	 2	 1	 0	 0	 0	 1031.47	 
5	 215	 3	 0	 0	 1	 2	 1	 0	 0	 1	 1138.72	 
5	 216	 5	 0	 0	 2	 18	 1	 2	 2	 0	 1031.73	 
5	 217	 7	 0	 1	 0	 2	 1	 0	 0	 0	 966.59	 
5	 218	 5	 0	 0	 2	 15	 0	 2	 1	 0	 1884.76	 
5	 219	 16	 1	 2	 1	 3	 0	 0	 1	 0	 1288.09	 
5	 220	 16	 1	 2	 1	 15	 0	 2	 1	 1	 1253.67	 
5	 221	 14	 1	 2	 0	 17	 0	 2	 2	 1	 1250.16	 
5	 222	 5	 0	 0	 2	 11	 0	 1	 2	 0	 1113.29	 
5	 223	 1	 0	 0	 0	 7	 0	 1	 0	 0	 1287.30	 
5	 224	 1	 0	 0	 0	 3	 0	 0	 1	 1	 1465.62	 
5	 225	 9	 0	 1	 1	 16	 1	 2	 1	 1	 2621.23	 
5	 226	 10	 1	 1	 1	 4	 1	 0	 1	 0	 943.89	 
5	 227	 13	 0	 2	 0	 2	 1	 0	 0	 0	 1043.22	 
5	 228	 13	 0	 2	 0	 3	 0	 0	 1	 0	 1045.43	 
5	 229	 18	 1	 2	 2	 13	 0	 2	 0	 1	 1249.96	 
5	 230	 10	 1	 1	 1	 17	 0	 2	 2	 0	 2465.56	 
5	 231	 5	 0	 0	 2	 16	 1	 2	 1	 0	 1344.88	 
5	 232	 18	 1	 2	 2	 15	 0	 2	 1	 1	 1047.03	 
5	 233	 3	 0	 0	 1	 18	 1	 2	 2	 0	 1166.89	 
5	 234	 12	 1	 1	 2	 14	 1	 2	 0	 0	 1739.76	 
5	 235	 16	 1	 2	 1	 10	 1	 1	 1	 0	 1543.71	 
5	 236	 9	 0	 1	 1	 2	 1	 0	 0	 0	 1248.74	 
5	 237	 12	 1	 1	 2	 16	 1	 2	 1	 0	 1349.72	 
5	 238	 3	 0	 0	 1	 11	 0	 1	 2	 0	 1166.48	 
5	 239	 2	 1	 0	 0	 7	 0	 1	 0	 0	 1991.50	 
5	 240	 7	 0	 1	 0	 4	 1	 0	 1	 0	 1422.16	 
5	 241	 16	 1	 2	 1	 5	 0	 0	 2	 0	 1395.27	 
5	 242	 14	 1	 2	 0	 3	 0	 0	 1	 0	 1400.01	 
5	 243	 15	 0	 2	 1	 5	 0	 0	 2	 0	 1505.71	 
5	 244	 8	 1	 1	 0	 2	 1	 0	 0	 0	 1146.51	 
5	 245	 7	 0	 1	 0	 3	 0	 0	 1	 0	 1239.33	 
5	 246	 16	 1	 2	 1	 7	 0	 1	 0	 0	 1432.21	 
5	 247	 12	 1	 1	 2	 11	 0	 1	 2	 1	 1106.35	 
5	 248	 4	 1	 0	 1	 16	 1	 2	 1	 0	 1181.04	 
5	 249	 4	 1	 0	 1	 6	 1	 0	 2	 1	 956.10	 
5	 250	 9	 0	 1	 1	 11	 0	 1	 2	 1	 1226.81	 
5	 251	 17	 0	 2	 2	 9	 0	 1	 1	 1	 1552.71	 
5	 252	 1	 0	 0	 0	 2	 1	 0	 0	 1	 1207.69	 
5	 253	 12	 1	 1	 2	 6	 1	 0	 2	 0	 985.40	 
5	 254	 2	 1	 0	 0	 12	 1	 1	 2	 0	 1068.15	 
5	 255	 8	 1	 1	 0	 3	 0	 0	 1	 0	 1276.77	 
5	 256	 12	 1	 1	 2	 15	 0	 2	 1	 0	 1023.45	 
5	 257	 4	 1	 0	 1	 8	 1	 1	 0	 0	 979.76	 
5	 258	 15	 0	 2	 1	 1	 0	 0	 0	 0	 996.29	 
5	 259	 9	 0	 1	 1	 18	 1	 2	 2	 1	 2283.20	 
5	 260	 9	 0	 1	 1	 14	 1	 2	 0	 0	 1725.95	 
5	 261	 18	 1	 2	 2	 18	 1	 2	 2	 1	 908.85	 
5	 262	 1	 0	 0	 0	 17	 0	 2	 2	 0	 1839.95	 
5	 263	 5	 0	 0	 2	 12	 1	 1	 2	 0	 1147.94	 
5	 264	 1	 0	 0	 0	 5	 0	 0	 2	 1	 1902.86	 
5	 265	 1	 0	 0	 0	 1	 0	 0	 0	 1	 1076.29	 
5	 266	 17	 0	 2	 2	 7	 0	 1	 0	 0	 1768.83	 
5	 267	 2	 1	 0	 0	 18	 1	 2	 2	 0	 1234.36	 
5	 268	 1	 0	 0	 0	 12	 1	 1	 2	 0	 1298.04	 
5	 269	 1	 0	 0	 0	 18	 1	 2	 2	 0	 1075.92	 
5	 270	 11	 0	 1	 2	 10	 1	 1	 1	 1	 1169.18	 
5	 271	 18	 1	 2	 2	 2	 1	 0	 0	 0	 985.31	 
5	 272	 12	 1	 1	 2	 18	 1	 2	 2	 0	 1306.22	 
5	 273	 8	 1	 1	 0	 7	 0	 1	 0	 1	 1325.39	 
5	 274	 10	 1	 1	 1	 5	 0	 0	 2	 0	 1191.27	 
5	 275	 17	 0	 2	 2	 18	 1	 2	 2	 1	 1135.90	 
5	 276	 17	 0	 2	 2	 4	 1	 0	 1	 0	 1060.34	 
5	 277	 17	 0	 2	 2	 12	 1	 1	 2	 0	 967.36	 
5	 278	 5	 0	 0	 2	 2	 1	 0	 0	 1	 1132.16	 
5	 279	 15	 0	 2	 1	 8	 1	 1	 0	 0	 1105.54	 
5	 280	 18	 1	 2	 2	 16	 1	 2	 1	 1	 1112.56	 
5	 281	 18	 1	 2	 2	 7	 0	 1	 0	 0	 1036.95	 
5	 282	 11	 0	 1	 2	 8	 1	 1	 0	 1	 952.18	 
5	 283	 9	 0	 1	 1	 12	 1	 1	 2	 1	 1071.29	 
5	 284	 10	 1	 1	 1	 15	 0	 2	 1	 0	 1545.67	 
5	 285	 5	 0	 0	 2	 17	 0	 2	 2	 0	 1140.06	 
5	 286	 11	 0	 1	 2	 4	 1	 0	 1	 0	 1196.88	 
5	 287	 7	 0	 1	 0	 16	 1	 2	 1	 0	 1208.93	 
5	 288	 14	 1	 2	 0	 9	 0	 1	 1	 1	 2804.08	 
5	 289	 9	 0	 1	 1	 9	 0	 1	 1	 1	 999.48	 
5	 290	 6	 1	 0	 2	 16	 1	 2	 1	 0	 1086.00	 
5	 291	 15	 0	 2	 1	 16	 1	 2	 1	 1	 1088.52	 
5	 292	 9	 0	 1	 1	 13	 0	 2	 0	 0	 1811.90	 
5	 293	 2	 1	 0	 0	 1	 0	 0	 0	 1	 1315.76	 
5	 294	 6	 1	 0	 2	 8	 1	 1	 0	 0	 812.18	 
5	 295	 11	 0	 1	 2	 15	 0	 2	 1	 0	 1490.34	 
5	 296	 6	 1	 0	 2	 7	 0	 1	 0	 0	 1099.45	 
5	 297	 4	 1	 0	 1	 1	 0	 0	 0	 1	 1038.52	 
5	 298	 18	 1	 2	 2	 1	 0	 0	 0	 0	 1157.33	 
5	 299	 13	 0	 2	 0	 5	 0	 0	 2	 0	 1264.23	 
5	 300	 6	 1	 0	 2	 13	 0	 2	 0	 0	 1109.81	 
5	 301	 11	 0	 1	 2	 14	 1	 2	 0	 0	 1182.01	 
5	 302	 3	 0	 0	 1	 5	 0	 0	 2	 1	 1161.82	 
5	 303	 11	 0	 1	 2	 11	 0	 1	 2	 1	 1223.15	 
5	 304	 6	 1	 0	 2	 2	 1	 0	 0	 1	 979.52	 
5	 305	 5	 0	 0	 2	 6	 1	 0	 2	 1	 883.93	 
5	 306	 8	 1	 1	 0	 12	 1	 1	 2	 1	 1001.65	 
5	 307	 5	 0	 0	 2	 10	 1	 1	 1	 0	 904.96	 
5	 308	 10	 1	 1	 1	 9	 0	 1	 1	 1	 1005.33	 
5	 309	 3	 0	 0	 1	 3	 0	 0	 1	 1	 1038.80	 
5	 310	 6	 1	 0	 2	 10	 1	 1	 1	 0	 910.61	 
5	 311	 13	 0	 2	 0	 1	 0	 0	 0	 0	 1045.81	 
5	 312	 9	 0	 1	 1	 1	 0	 0	 0	 0	 1249.52	 
5	 313	 12	 1	 1	 2	 4	 1	 0	 1	 0	 1043.12	 
5	 314	 2	 1	 0	 0	 2	 1	 0	 0	 1	 867.66	 
5	 315	 3	 0	 0	 1	 4	 1	 0	 1	 1	 927.53	 
5	 316	 14	 1	 2	 0	 7	 0	 1	 0	 0	 1030.67	 
5	 317	 17	 0	 2	 2	 14	 1	 2	 0	 1	 1149.52	 
5	 318	 10	 1	 1	 1	 1	 0	 0	 0	 0	 1058.46	 
5	 319	 12	 1	 1	 2	 1	 0	 0	 0	 0	 1215.24	 
5	 320	 7	 0	 1	 0	 18	 1	 2	 2	 0	 1093.65	 
5	 321	 9	 0	 1	 1	 17	 0	 2	 2	 0	 1734.85	 
5	 322	 10	 1	 1	 1	 13	 0	 2	 0	 0	 1134.03	 
5	 323	 8	 1	 1	 0	 15	 0	 2	 1	 0	 1594.92	 
5	 324	 10	 1	 1	 1	 7	 0	 1	 0	 1	 954.24	 
